Category,Message
ham,What you thinked about me. First time you saw me in class.
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,"Goodmorning, today i am late for 1hr."
spam,Your Zelle account has a new update. Please login: zelle-secure.co
ham,"Sorry, I'll call later"
ham,ALRITE
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,Action required: Confirm your email address for your new Walmart account.
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
spam,Your Etsy shipment is arriving today. See tracking: etsy-track.me
ham,I thought slide is enough.
ham,"Could you not read me, my Love ? I answered you"
ham,Have you not finished work yet or something?
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
ham,Then get some cash together and I'll text jason
ham,No calls..messages..missed calls
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,"K, wat s tht incident?"
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,In which place do you want da.
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,Huh so late... Fr dinner?
ham,Alright i have a new goal now
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,Rats. Hey did u ever vote for the next themes?
ham,Just finished. Missing you plenty
ham,Who's there say hi to our drugdealer
ham,"It's wylie, you in tampa or sarasota?"
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
spam,"Final Notice: You have an unclaimed lottery jackpot of $125,000. Claim your funds now!"
ham,"Probably not, still going over some stuff here"
ham,"K, if u bored up just come to my home.."
ham,Please tell me you have some of that special stock you were talking about
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
ham,I'll text you when I drop x off
ham,Ok... Let u noe when i leave my house.
ham,I think u have the wrong number.
ham,"Just making dinner, you ?"
ham,K. I will sent it again
ham,I'm good. Have you registered to vote?
ham,Going on nothing great.bye
spam,Get a $500 Sephora Gift Card! Take our beauty quiz: bit.ly/sephora-win
ham,"Sorry, I can't help you on this."
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
ham,"Right on brah, see you later"
ham,Aiyar sorry lor forgot 2 tell u...
ham,Tell them the drug dealer's getting impatient
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Miss ya, need ya, want ya, love ya."
spam,Your tax return has been flagged for a manual audit. View the notice: irs-gov-portal.co
ham,X2  &lt;#&gt; . Are you going to get that
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,University of southern california.
spam,Your Costco executive membership expires tomorrow. Renew now and get a $50 reward: costco-renew.co
ham,I've reached home finally...
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,"Ya tel, wats ur problem.."
ham,I am on the way to ur home
ham,Check with nuerologist.
spam,Earn $50 for every friend you invite to our new social app. No limits! Get your link: bit.ly/invite-earn
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
spam,"Win a $1,000 Visa Gift Card! Click to participate in the 'Daily Rewards' draw: bit.ly/visa-cash-26"
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
spam,Alert: Your Twitter/X account is under review for 'Automated Activity'. Appeal: x-verify.me
spam,Get a 0% APR credit card for 18 months. No annual fee. Apply: credit-deals.biz
ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,"sry can't talk on phone, with parents"
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,I love working from home :)
ham,Lmao. Take a pic and send it to me.
spam,Earn $25/hr as a 'Virtual Assistant'. Apply: va-jobs-portal.biz
spam,Earn $35/hr as a 'Data Entry Clerk' from home. Apply: data-jobs.net
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,Action required: Confirm your email address for your new Amazon account.
ham,Ok...
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,Y so late but i need to go n get da laptop...
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
spam,Get 90% off all winter outerwear. Clearance sale starts now: coat-sale.net
ham,My sister got placed in birla soft da:-)
ham,"It could work, we'll reach a consensus at the next meeting"
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,Watching tv now. I got new job :)
ham,Its too late:)but its k.wish you the same.
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,Earn $100/day by reviewing local coffee shops. Sign up: review-pay.biz
ham,I love your ass! Do you enjoy doggy style? :)
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,Minimum walk is 3miles a day.
ham,Are you wet right now?
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
spam,Win a $1000 Kohl's Gift Card! Take our 'Loyalty Rewards' survey: bit.ly/kohls-win-26
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,S..antha num corrct dane
ham,Mode men or have you left.
ham,S:)but he had some luck.2 catches put down:)
spam,Free $50 gas card for all essential workers! Claim at our portal: gas-reward-center.net
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,"That means you got an A in epi, she.s fine. She.s here now."
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
spam,Your Robinhood account has a new security alert. Please review: robinhood-sec.co
ham,Esplanade lor. Where else...
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
spam,Your DHL shipment is held at customs for a small processing fee of $2.50. Pay now: dhl-customs-pay.info
ham,Yup n her fren lor. I'm meeting my fren at 730.
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,I'm in inside office..still filling forms.don know when they leave me.
spam,Final Notice: You have $300 in unpaid highway tolls. Pay now: toll-pay.biz
ham,Dear where you will be when i reach there
ham,Now thats going to ruin your thesis!
ham,How much u trying to get?
ham,Gam gone after outstanding innings.
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
spam,Earn $20/hr as a 'Virtual Receptionist'. Apply: va-reception.biz
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
spam,Win a $1000 Walmart Gift Card! Only 3 spots left for today's draw. bit.ly/wm-win
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
ham,Aight do you still want to get money
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,R u still working now?
ham,Oooh bed ridden ey? What are YOU thinking of?
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
